Product Name,Price,Company Name,Product Type,Category,Product Property
Agricultural Drone Bearing Capacity 100-300kg Logistics Drone,US$ 500000-700000 / Piece (FOB Price),"Chongqing Lehman Automobile Service Co., Ltd.",drone,Agricultural Equipment,
Agriculture Sprayer Drone with High-Performance Uav Features for Farmers,US$ 65-69 / Piece (FOB Price),"Ruiyuan Holdings Group International Trade Co., Ltd.",drone,Agricultural Equipment,
Manufacturer Wholesale Machinery Equipment Agriculture Farming Sprayers Drone 30L,US$ 4200-4600 / Piece (FOB Price),"Shandong Aolan Drone Science and Technology Co., Ltd.",drone,Agricultural Equipment,
4 Axis Crop Pesticide Sprayer Drone Dustproof Uav Waterproof Agricultural Sprayer Aircraft for Plane for Farming,US$ 4700-5100 / Piece (FOB Price),"Shandong Aolan Drone Science and Technology Co., Ltd.",drone,Agricultural Equipment,
Crop Pesticide Sprayer Drone Dustproof Intelligent Agricultural Drone for Farm Protection,US$ 4700-5100 / Piece (FOB Price),"Shandong Aolan Drone Science and Technology Co., Ltd.",drone,Agricultural Equipment,
Plant Sprayer Spraying Spreading Drone Uav Crop Agro Drone Crop Sprayer Aircraft A22 Agriculture Machinery,US$ 4400-4800 / Piece (FOB Price),"Shandong Aolan Drone Science and Technology Co., Ltd.",drone,Agricultural Equipment,
New Design 10kg Reliable Agricultural Sprayer Remote Controlled Drone for Pesticide Spray,US$ 449-599 / Piece (FOB Price),"Beijing TT Aviation Technology Co., Ltd.",drone,Agricultural Equipment,
2025 Agricultural Spray Fumigation Spraying Drones Agriculture Tools Dosing Pump Working Drone Full Size,US$ 8900-9200 / Piece (FOB Price),"Shenzhen Xq-Power Technology Co., Ltd",drone,Agricultural Equipment,
Flying Camera Drone Wholesaler Vtol Drone Heavy Lift Drone with Longest Flight Time Quadcopter Unmanned Aerial Vehicles Large,US$ 10220-10287 / Piece (FOB Price),"Shenzhen Xingkai Technology Co., Ltd",drone,Agricultural Equipment,
Professional 10 Litre Sprayer Drone Agricultural Spraying Drones,US$ 2800-3000 / Set (FOB Price),QINGDAO HANNSTAR TECHNOLOGY COMPANY LIMITED,drone,Agricultural Equipment,
Professional 10kg Foldable Agriculture Uav Drone Spraying,US$ 7500 / Set (FOB Price),"Shanghai Genyond Technology Co., Ltd.",drone,Agricultural Equipment,
New Products A30L Agricultural Spraying Uav Boom Crop Dusting Sprayer Drone Seed Fertilizer Drones for Fumigation,US$ 4700-5100 / Piece (FOB Price),"Shandong Aolan Drone Science and Technology Co., Ltd.",drone,Agricultural Equipment,
Biggest T40 T50 Agricultural Sprayer Drone for Fertilizers and Pestice,US$ 11000 / Set (FOB Price),"Shandong Joyance Intelligence Technology Co., Ltd.",drone,Agricultural Equipment,
Advanced Sprayer Drone for Agriculture with 180 Minutes Fly Time,US$ 5800-6000 / Piece (FOB Price),"Ruiyuan Holdings Group International Trade Co., Ltd.",drone,Agricultural Equipment,
10L Payload Agriculture Uav/Pesticide Spraying Uav Drone,US$ 7700 / Set (FOB Price),"Shanghai Genyond Technology Co., Ltd.",drone,Agricultural Equipment,
Factory Sales Uav Pesticides Spraying Agriculture Sprayer Drone for Pest Control,US$ 449-599 / Piece (FOB Price),"Beijing TT Aviation Technology Co., Ltd.",drone,Agricultural Equipment,
3D Map Planning RC Aircraft Thermal Drone Uav Zoom Camera GPS Drone Uav Detection for Project/Agriculture/Industry/Engineering Dji Matrice 30t CCTV Accessories,US$ 6799-9999 / Piece (FOB Price),"Veacam Electronics Co., Ltd",drone,Agricultural Equipment,
4 Axis 22L Hybrid Spray Agriculture Drone Bodyfor Farm Plants Waterproof Drone Remote Control Multirotor Fuselage,US$ 790-820 / Piece (FOB Price),"Shenzhen Xq-Power Technology Co., Ltd",drone,Agricultural Equipment,
Agricultural Disinfectant Garden Plant Protection Drones Pulverizadores Uav 20L Agricultural-Sprayers T20 Agriculture Crop Spraying Uav with Camera,US$ 900-1800 / Piece (FOB Price),"Shandong China Coal Construction Machinery Co., Ltd.",drone,Agricultural Equipment,
Quadcopters Factory Remote Control Drones Uav Racing Drone Helicopter Drone Quad Copter Drone Unmanned Fpv,US$ 455-525 / Piece (FOB Price),"Shenzhen Xingkai Technology Co., Ltd",drone,Agricultural Equipment,
Big Farm Drone Agricultural A22 Drone Farming Crop Sprayer Fumigation Agricultural Irrigation,US$ 5200-5600 / Piece (FOB Price),"Shandong Aolan Drone Science and Technology Co., Ltd.",drone,Agricultural Equipment,
50L Tank 50kg Spreading Payload Dual Atomized Drone Sprayer Standard Take off Weight 98kg,US$ 8999-13999 / Piece (FOB Price),"Beijing TT Aviation Technology Co., Ltd.",drone,Agricultural Equipment,
Accurate - Control Agri - Spraying Unmanned Aerial Vehicle Equipment Spraying Drone,US$ 1000-8499 / Piece (FOB Price),"Shandong Gojon Precision Technology Co., Ltd
Shandong Gojon Precision Technology Co., Ltd
Diamond Member
Shandong, China
Audited Supplier
Importers and Exporters
High Repeat Buyers Choice
Multi-language Pioneer
Exhibition Experience
Sign In to see all verified strength labels (19)",drone,Agricultural Equipment,
Big Payload Agricultural Spray Drone with Carbon Fiber Frame and Remote-Controlled Precision Spraying for Rice and Coffee Field,US$ 7500-19999 / Piece (FOB Price),"Shenzhen Xq-Power Technology Co., Ltd",drone,Agricultural Equipment,
30L Spraying Spreading Drones Fumigation Spray Plant Protection Remote Control Drone Spray Machine,US$ 6714-7035 / Piece (FOB Price),"Nanjing Zhixingfei Technology Co., Ltd.",drone,Agricultural Equipment,
Vtol Drone Supplier Flying Camera Drone Remote Control Drones Unmanned Aerial Systems Drone with camera Long Range,US$ 10220-10287 / Piece (FOB Price),"Shenzhen Xingkai Technology Co., Ltd",drone,Agricultural Equipment,
8K Autel II Dual 640t Thermal Camera Drone with Camera 920g Payload 38 Minutes 25km Long Range Professional Photography,US$ 4800-5200 / Set (FOB Price),QINGDAO HANNSTAR TECHNOLOGY COMPANY LIMITED,drone,Agricultural Equipment,
Heavy Load Plant Avoidance Drone Spray Machine Uav Helicopter for Agriculture,US$ 5200-5600 / Piece (FOB Price),"Shandong Aolan Drone Science and Technology Co., Ltd.",drone,Agricultural Equipment,
35-55 Liter Crop Drone for Agricultural Fumigation T40/60 Light Payload Spraying Fertilizer Drone Agricola Precio for Agriculture Purpose with Fpv Camera,US$ 900-1800 / Piece (FOB Price),"Shandong China Coal Construction Machinery Co., Ltd.",drone,Agricultural Equipment,
Joyance 40L Agricultural Drone Pesticide Drone for Crop Flying Long Distance,US$ 11000 / Set (FOB Price),"Shandong Joyance Intelligence Technology Co., Ltd.",drone,Agricultural Equipment,
Tta Cleaning Drone Window Cleaning Drone Agriculture Spray and Building Agriculture Drone,US$ 8999-13999 / Piece (FOB Price),"Beijing TT Aviation Technology Co., Ltd.",drone,Agricultural Equipment,
Heavy-Duty Agricultural Drone with Large Payload for Advanced Pest Control and Irrigation,US$ 7500-19999 / Piece (FOB Price),"Shenzhen Xq-Power Technology Co., Ltd",drone,Agricultural Equipment,
Drone Sprayer Factory Long Distance Drone 16L Agriculture Drone Spraying Drone AG Spray Drone with Night Vision,US$ 11600-11700 / Piece (FOB Price),"Shenzhen Xingkai Technology Co., Ltd",drone,Agricultural Equipment,
Best Selling RC Drone with 4K Camera and Flow Technology,US$ 5200-5600 / Piece (FOB Price),"Shandong Aolan Drone Science and Technology Co., Ltd.",drone,Agricultural Equipment,
High Performance Fruit Tree Fertilization New Condition Agriculture Uav Drone for Farms,US$ 29800-32800 / Piece (FOB Price),"Beijing TT Aviation Technology Co., Ltd.",drone,Agricultural Equipment,
Uav Carbon Fiber Agricultural Drone Sprayer for Manufacture Plant 22 Liter Water Tank Remote Control,US$ 790-820 / Piece (FOB Price),"Shenzhen Xq-Power Technology Co., Ltd",drone,Agricultural Equipment,
Unmanned Aerial Systems Manufacturer Flying Camera Drone Remote Control Drones Quad Copter 16L,US$ 11600-11700 / Piece (FOB Price),"Shenzhen Xingkai Technology Co., Ltd",drone,Agricultural Equipment,
,,,drone,Agricultural Equipment,
Factory Price Agricultural Spray Drone Remote A22 Agricultural Uav Pesticide Agriculture Sprayer Drone,US$ 4700-5100 / Piece (FOB Price),"Shandong Aolan Drone Science and Technology Co., Ltd.",drone,Agricultural Equipment,
Vertical Take-off Drone for Advanced Agriculture and Surveying Operations,US$ 65-69 / Piece (FOB Price),"Ruiyuan Holdings Group International Trade Co., Ltd.",drone,Agricultural Equipment,
Drone Agriculture Sprayer Battery Drone Good Sale for Crop Duster Agricultural Spray,US$ 8400-8800 / Piece (FOB Price),"Xuzhou Jitian Intelligent Equipment Co., Ltd.",drone,Agricultural Equipment,
Competitive Low Price Automatic Flight Flying Agricultural Spraying Agri Sprayer Drone Uav,US$ 449-599 / Piece (FOB Price),"Beijing TT Aviation Technology Co., Ltd.",drone,Agricultural Equipment,
Professional 22L Agricultural Drone with Easy Operation Efficient Farm Drone Sprayer for Spraying Fertilizing Seeding,US$ 790-820 / Piece (FOB Price),"Shenzhen Xq-Power Technology Co., Ltd",drone,Agricultural Equipment,
Agriculture Drone Manufacturer 16L Agricultural Drones with Rtk Cm-Level Positioning Function Spraying Quadcopters Agriculture,US$ 11600-11700 / Piece (FOB Price),"Shenzhen Xingkai Technology Co., Ltd",drone,Agricultural Equipment,
22L Water Tank Four-Axis Agricultural Uav Spray Frame Kit,US$ 790-820 / Piece (FOB Price),"Shenzhen Xq-Power Technology Co., Ltd",drone,Agricultural Equipment,
Manufacturer Drone Sprayer Agricultural Uav with Hydrogen Powered Uav,US$ 13000-23500 / Piece (FOB Price),"Hefei Sinopower Technologies Co., Ltd",drone,Agricultural Equipment,
New Condition Agriculture Spray Drone for Sale for Farms Home Use & Retail Multi-Industry Uav Sprayer,US$ 5200-5600 / Piece (FOB Price),"Shandong Aolan Drone Science and Technology Co., Ltd.",drone,Agricultural Equipment,
China Manufacturer M6e Edu 10kg Sprayer 10 Litre Drone Agriculture Drone Uav Spraying,US$ 3999-4999 / Piece (FOB Price),"Beijing TT Aviation Technology Co., Ltd.",drone,Agricultural Equipment,
New 20L Agricultural Drone Long Working Fumigation Agriculture Farm Hexa-Copter Sprayer Cleaning,US$ 1150-1250 / Piece (FOB Price),"Shenzhen Xq-Power Technology Co., Ltd",drone,Agricultural Equipment,
"10L Industrial Farm Spray Drone, Crop Pesticide Spraying Drone",US$ 6600 / Piece (FOB Price),"Shanghai Genyond Technology Co., Ltd.",drone,Agricultural Equipment,
Quad Copter Drone Factory Agriculture Drone Agriculture Sprayer Spraying Drone Thermal Imaging Quadcopter,US$ 11600-11700 / Piece (FOB Price),"Shenzhen Xingkai Technology Co., Ltd",drone,Agricultural Equipment,
Versatile Uav Drone Zoom Camera for Security and Surveillance,US$ 6799-9999 / Piece (FOB Price),"Veacam Electronics Co., Ltd",drone,Agricultural Equipment,
Agricultural Uav with Hydrogen Powered Good Performance Hydrogen Fuel Cell Uav,US$ 13000-23500 / Piece (FOB Price),"Hefei Sinopower Technologies Co., Ltd",drone,Agricultural Equipment,
Sinray 7kw EV Charger Station with Ocpp 1.6j,US$ 180 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Type 2 Single Gun AC Charging Station EV Charging Station for Public,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Sinray Commercial Advertising Screen Ocpp DC EV Charger Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
220V AC 32A 7/11/22kw with Screen Electric Vehicle EV Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Factory Charging Station 22kw AC Home EV Charger Home Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Home EV Charging Station AC Charging EV 7kw 11kw 22kw,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Portable EV Charging Stations AC Charging Station 7kw,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
11kw 22kw Ocpp Fast Electric Car EV Charger Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
EV Charging Station with Fingerprint Password,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
EV Charger WiFi EV Charging Station Commercial,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Sinray Type 1 Socket 1 Phase AC Level 2 EV Charger Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
AC EV Charger Power Station Fast Wall-Mounted Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
7-22kw AC EV Charging Stations with IP54,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Sinray 11kw Type 2 EV Charger Electric Car EV Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
32A Level 2 Portable EV Charger Station Type 2,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
7kw Type 2 Charging Station Wallbox Car,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Ocpp 1.6j 22kw EV Wall Charger EV Charging Station with RFID Card,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Sinray EV Home Charging Station Type 2 with IP54,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Sinray Wall Mounted EV Charger 7kw Charging Stations for Electric Cars,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Sinray Type 2 Type 1 Gbt Box EV Charger Station Controller Portable,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
EV Charging Pile Wallbox Type 2 Floor-Mounted Charging Stations,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Electric Vehicle Car Charger 22kw 32A AC EV Charging Station with RFID,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
AC 22kw EV Charger Wallbox Electric Car Charging Stations,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Sinray Car Charger Station EV Charger Wallbox,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
High Quality Manufcaturers AC Charging Station 7kw,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
AC Charging Station for Home EV Charger Station,US$ 250 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
7kw Electric Car EV Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
7kw 220V European Standard American Standard Portable AC Fast EV Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Electric Vehicle Charge Station EV Charger Type 2 Single Gun,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
EV Charger Type1 32A Home 7kw AC 7-22V Electric Car Charger EV Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
11 Kw EV Charging Stations AC Chharging for Home Use,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Sinray Fast Car Wall-Mounted EV Charger Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Home 7/11/22kw AC Fast Charger 32A Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Sinray AC Charging Station Swipe Card CE Certificate 7kw 11kw 22kw,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
7kw EV Charging Station AC EV Charging for Home Use,US$ 180 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
Fast Homeuse 7kw 32A Type2 Gbt EV Charging Station Wall Electric,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
22kw Charging Station AC Charging for EV Home Use,US$ 250 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
32A EV Charging Station Type 2 Charger Wallbox External WiFi,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
High Performance Wallbox EV Charger Charging Station CCS2,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
7kw Electric Car AC Charger EV Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
AC EV Charger Station 11kw 32A Intelligent Charging,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
EV Charging Station Type 1 with 5m Cable for Electric Car,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
EV Charging Station AC Charging Station,US$ 230 / Piece (FOB Price),"Zhejiang Sinray Electronics Co., Ltd.",smart weather stations,Electronics,
